CustomerID,MonthlyIncome,MonthlyExpenses,LoanAmount,CreditScore,RiskGrade,PreviousDefaults,DefaultIn6Months
66,6341.568665265988,3442.2348372245497,21915.29665588551,323.6688008186819,J,2,0
67,3127.393799798101,3565.4416601969697,15377.134590950356,375.5685595557039,I,0,0
68,8417.575846032318,3884.697015159497,32343.54907270225,451.3091747877977,I,2,0
69,2596.4051494381665,2766.096033523662,21370.667064696987,648.35063574344,K,0,0
70,9895.09549280414,4523.24572341749,30135.32424349992,836.9975047972183,I,0,0
71,8177.958154373259,4713.542390292025,21579.30412434156,364.8025689409639,I,2,1
72,3589.7254522733792,4133.169229066202,8496.793547230549,378.48921806765514,I,2,0
73,2044.1769369888193,3360.1706690368424,24001.910831288962,502.8787181855392,I,2,0
74,8523.691427638672,1866.7442911603491,34854.973275110606,759.9205257654261,J,3,1
75,7654.858750780937,4923.252147290996,40164.90657571484,556.9770240129478,J,0,0
76,7832.057344327898,1733.6127523637226,25172.987563030794,476.8858301407019,J,3,1
77,8170.162773487566,1411.9561489569398,9096.656620309644,608.6621077148737,I,3,0
78,2592.3572138727227,2489.6935120396224,21319.697772822146,443.28775859516253,K,4,0
79,4867.7258283541805,755.782568205748,39528.402513243214,520.6379489861365,K,3,0
80,2926.952476201038,4903.225091023059,21230.10426023657,482.932832077623,K,3,0
81,8904.827407004748,3147.9510038739118,35130.00888660689,742.2775623280553,K,2,0
82,6986.385014620463,3006.284412488789,25853.470402226398,808.3406495409005,J,2,1
83,4647.184198821194,3451.0832595487395,12819.933130360438,717.7647056863016,K,1,1
84,2508.4668022881892,2736.60641499743,40011.37489313064,541.4959668164909,J,0,1
85,4487.858573725298,644.2858269254372,5126.4592494636645,577.3842376231651,K,3,0
86,4601.466576213977,3255.4007997817853,26719.62385500238,368.7905316611896,K,3,0
87,7836.849426704513,3722.782446303938,11235.660677926842,710.7755911239958,J,0,0
88,7100.459770841705,2375.370772808239,4286.215798527407,628.0616236672743,J,2,0
89,9097.701940610612,3907.830074320368,25643.762917079195,796.34199787559,K,2,0
90,5777.719401295594,1521.5058470228928,25478.545640811255,410.33612896633423,I,0,1
91,2956.7539675064136,1495.744659797828,35638.14418211032,717.8493670629367,K,0,0
92,7705.95829778396,1226.3764445940828,37492.78395954334,676.5694139455543,K,2,0
93,8086.28038893518,2173.9764190512283,36661.78294595194,446.2150435953637,K,0,0
94,6490.21758055597,4311.554159250876,21068.377912920998,667.0582517474538,J,2,0
95,8167.737439636488,4225.60427967079,31952.799574101566,808.4053593171573,K,0,1
96,5950.3647709151255,2222.708935835767,29270.316889554055,805.1397932169153,I,2,1
97,6181.8626350559525,3151.0343119110644,21656.526049729062,695.7946159838777,K,1,0
98,5420.328146868397,3743.6734241371205,30263.42201511367,326.4402118937331,I,2,1
99,2203.3530139527616,1585.4304858261034,47415.14595860687,779.7453855260889,I,2,0
100,2863.1314159464355,1256.634886526362,10451.79344038749,661.778233852497,I,3,1
101,2251.433485493874,4874.4319694554,45382.83269349079,470.73883925050393,K,2,0
102,7091.283290110243,3279.007909443283,3619.32018517672,402.9876989381346,J,0,1
103,4514.847848610613,4916.370748251487,16111.071432181372,363.9121246485244,J,4,0
104,6068.565529317622,2019.901942095031,15119.117181964884,327.6302945917685,K,0,0
105,9260.531791408745,3663.6426498835917,31691.89028616438,714.756786372916,K,3,0
106,3994.3378331909994,1501.7163644355696,7430.022637087226,429.7136494188014,I,0,0
107,5283.0633842850375,1675.4007707326082,44235.03298014793,313.3391148237903,K,1,0
108,8044.409108344389,2803.559545713308,41599.01901478702,518.4988585130941,J,4,0
109,3830.3853239329796,1938.2815647863206,32951.22516457861,565.4338943257864,K,4,0
110,2615.839278630344,1254.29703728263,23462.27775781769,393.0766269950698,K,3,1
111,4318.011623310144,1682.963158951967,46714.84606496184,324.2265848894024,K,4,0
112,3289.7702980320355,660.8677750963909,41706.58118130724,404.0190157039379,I,2,0
113,9437.581218740585,3669.90629664869,25466.442255981,673.5065190101159,K,3,1
114,8464.963036515335,2714.5249568863774,35391.794368261246,345.23402248816353,K,1,0
115,7067.230052083388,924.0937988203654,28779.567656804542,605.2703668063466,K,4,0
116,8971.684721501742,1272.6229690782104,29809.169681024963,380.5265933494917,J,4,0
117,8429.376615192916,961.405421506898,17217.82740243609,407.6290454692307,I,3,0
118,3492.5604710882867,3256.667637241444,23642.145626619942,516.1928357966842,I,4,0
119,9140.471987919822,923.9466362562221,4827.950108697466,355.4539348295522,J,4,0
120,6314.737935325205,3894.270498658472,18510.08589156503,395.26192653021707,I,1,0
121,8459.521241312501,592.2991369417603,35095.59725274544,491.92382629824476,J,1,0
122,9168.730399387945,1622.1910459815144,47707.58549480313,481.31795302410177,I,3,1
123,4544.027799774911,4508.000041513582,48190.141525388,712.0993171216526,I,4,0
124,2880.415396221414,3733.390931550107,28230.42058711969,341.1302678195334,I,0,0
125,3823.4813003355334,828.3574981655947,30724.490338669522,773.2479046164889,K,3,1
126,5416.862309010051,4195.067470183309,10100.338089547407,748.9276939067001,I,1,1
127,8544.118127379945,2718.6580469309215,35070.09729658301,721.2954018305661,K,0,0
128,8885.844666050747,4310.523622259731,4462.280841044926,470.15479935472285,K,4,0
129,2055.6170442495254,3203.32898502677,14949.598604172783,752.5849820474331,K,3,0
130,6085.978420620526,3568.248644147864,33749.804016986665,400.5411441591044,J,3,0
131,5339.288025190232,4970.757021780687,16205.196445630976,368.42506322026554,I,1,0
132,3776.862483765842,1545.5099566580818,3442.496831608262,324.72598341921804,I,2,0
133,2958.9229386694624,3307.7550864262475,41761.65005819723,816.6206996530667,I,2,0
134,4700.921371229024,2571.4462552582927,16206.170349593589,469.40599373790053,K,2,0
135,9543.277631300154,677.5337881521115,4092.1560180752426,804.6898340978482,I,3,0
136,4585.623456166042,565.1178867628927,4664.620060640394,449.93745883563133,K,1,0
137,6150.324973946928,1036.528600180364,13336.181140648927,799.1612776349922,K,1,0
138,7624.151671161423,3420.9128324234666,9722.781413854786,797.1609790653486,K,2,0
139,4909.0368190343515,3052.233895610265,38940.70577122739,808.0218247558921,K,0,0
140,9774.256661767686,2990.4330252367736,16762.518286684688,572.8843916063065,I,2,0
141,9699.57835953689,643.3554313771704,40430.093466951796,776.2704577393906,K,3,1
142,4014.258366602913,2611.8634836200317,9518.453893334487,822.9212428920262,J,0,0
143,5977.988047139083,4660.802680291378,25151.079797660106,478.5393180434487,J,1,0
144,4407.026478534157,2289.1634118979096,34713.81954410331,530.3809231254053,J,4,0
145,4278.723955019741,3312.1511140480534,32947.55183942689,695.5821030346592,K,0,1
146,2295.0955788362626,4009.184040304146,30455.34108658317,465.19790194781547,I,1,0
147,6876.514671839175,4027.663756138494,46316.25849462732,714.5951199019624,I,0,0
148,6021.432185830892,2836.760370778721,12197.732237630475,340.6406798674437,K,2,0
149,2411.8300099999146,4360.783754310513,25192.241018643163,587.9241113586983,K,0,0
150,4229.171713892892,2261.2014201368615,44315.634953548026,367.2724162460599,K,0,0
151,9266.12708773323,4499.1194665315925,4816.794514162695,461.32791204017207,J,0,0
152,3916.4951253357794,1581.022248779954,3738.525144400687,442.2439658675596,K,3,0
153,3159.1589767297846,1760.9738314575698,12431.81209035628,761.4126404594664,K,3,0
154,5915.622082220504,739.0428088955049,32018.039757362905,406.43449047340863,I,2,0
155,9885.203632884806,4080.118264440273,13734.101696040538,744.6463560875154,I,4,0
156,3936.442172092003,2376.748563047175,10321.75430663115,736.678190249357,J,3,0
157,7377.084379247029,1531.0247626012956,23481.31345255631,574.3856805564765,J,4,0
158,8092.956922629741,1543.0562492746085,31066.305369701164,428.61379057787127,J,3,0
159,3901.1003519391975,4556.299735531549,13179.32764382028,424.7929869759225,J,1,0
160,7825.730788894876,4252.624702074666,15733.868149463362,555.7085559137163,K,1,1
161,4942.265061754026,2990.888984107325,31064.40593576418,304.84495406643396,K,0,0
162,7058.446644748636,3272.498601870745,47341.18267748318,592.2429150362514,J,4,0
163,7068.237686087157,2634.4650674763097,34062.34464446632,824.0287391718805,J,0,0
164,6286.197472598068,2262.49944295464,39362.30303564344,385.0887850244281,I,0,0
165,2722.3181604352662,4619.645965482492,18973.69464301797,615.3400918115818,I,3,1
166,8682.419964713903,1065.2571658413592,14340.463609838838,828.9782787544513,I,3,0
167,4566.240519773886,2383.0105537230256,23259.119416928505,773.2871767203801,J,0,0
168,3492.148083198834,2050.528585945439,40549.50860687201,767.7090640097372,I,3,0
169,2326.2011324381115,2741.678241130168,23358.682447737236,752.017461717904,J,1,0
170,6727.1435455059345,2559.343435453288,42489.54503070319,469.9629833309021,K,1,1
171,7420.5148947382595,2835.0028924298663,49449.82705406123,789.8392571967468,J,4,0
172,2132.702631422849,1129.6353975214734,4529.30662078648,817.7371931782441,K,1,1
173,6096.744466394248,2809.136756809747,3225.097648101481,572.6858328144716,K,0,0
174,3811.966201583504,1590.884662492449,8329.895442754729,495.0140759927023,J,2,1
175,7161.3823232755985,1329.4910704468607,19834.114110982966,527.8259585832209,I,3,0
176,3394.9314320399317,791.7539845378604,7421.068248126188,483.8135430071961,J,0,1
177,7527.501904819727,3931.936514402634,43662.55940331904,416.83014311349706,I,3,0
178,5093.8827704043,2423.48864385452,2134.1663003261265,640.1466586390892,K,4,0
179,9493.839909893875,3319.8965749029126,16473.843100455302,609.4282874349276,K,0,0
180,3100.167553167946,3774.170044871345,10050.036845216062,554.4217890716016,K,0,0
181,4728.530808402068,3556.924993910991,46645.42717771908,352.7149626766575,K,0,1
182,2907.7881699247127,2617.2532359035704,33804.569239611366,738.2911305882999,J,4,0
183,9397.548946228502,2245.5433802827843,45689.48256611735,396.21345951293404,K,0,0
184,9018.714827047848,2191.8195933829866,48644.106805209274,363.0091238678265,I,3,0
185,4063.533021721245,3380.2195861852533,25357.813940191092,642.689267515621,I,2,0
186,7279.872368273433,2726.57459723843,12481.636294353286,519.2543986807477,K,0,0
187,8537.777601609727,4321.0951159482975,10492.710523632875,332.8946614437812,J,4,0
188,6441.606492795699,4436.158929470204,11923.024222606186,495.56259522858204,K,4,0
189,6237.204626848052,1267.5217010293331,35721.07207347814,724.4791937567295,K,0,0
190,3934.8183272036135,1113.0514319557653,2981.840678027036,638.3870628694036,I,4,0
191,2744.8221424471935,3336.8041671619976,3516.6925786030283,499.53231264284824,J,1,0
192,9177.726063626615,1855.5158662802573,30799.004176774353,405.49263539902347,J,4,1
193,9203.344457306644,583.5682344429449,32460.800190132923,647.4875914426253,I,2,0
194,7064.811658186143,4498.892012133298,33597.88329180054,788.1554155204954,I,1,0
195,4712.238328389605,1521.053452597137,19222.14472484097,655.4499949087526,I,3,0
196,4793.676596901287,4681.762932586141,40491.299546993505,747.0971200576233,J,1,0
197,7807.645430961915,3728.455028952141,27147.60479860426,586.8403112049041,I,2,0
198,9176.882079620616,3931.9407046016795,6167.815870461553,694.8841087075658,I,1,1
199,9096.691394120939,1406.576731069222,40057.86604629992,792.9247255780938,I,0,0
200,8239.00436686099,1553.8749152756582,47700.321527252454,725.2484380422603,K,4,0
201,7136.253169234302,2845.704892208296,3941.7793371155753,800.4196743689802,J,0,0
202,2673.1197199603907,1274.4493369243796,20176.215596328417,537.1267811638329,J,0,1
203,3293.02971275691,1874.4426170736451,24888.286196902634,797.3211403198811,K,0,0
204,9188.433508216634,1946.5811507651201,8177.06724383753,641.8619789649392,J,1,0
205,6851.4324772767195,1218.3346996374385,43517.738441360976,778.5268213449315,I,3,0
206,2073.5764129330373,1423.3227502782233,14923.332599612157,321.65709174080945,K,4,0
207,2811.772342928257,4048.4832890371545,39367.41845696985,661.8188100524449,I,1,0
208,7308.014152864446,1252.3813454627077,33878.729619387486,766.3862933828443,I,0,1
209,2040.4926707697496,628.0582632976511,30304.245300884148,395.8111185037599,I,2,0
210,3286.464411339989,3332.097241830223,10414.999586131165,663.9828134057077,I,2,0
211,6389.870314932689,4891.924037266025,11814.47250699438,753.7250928191473,J,0,0
212,7535.161581541546,1990.4621658040462,3320.0718325818966,458.3721532979504,K,3,1
213,7215.690076020805,1033.9506643831353,12794.909059331052,522.8854803485157,K,4,0
214,3794.1544756844783,3066.7429641538884,17926.73686356519,613.2347451745707,I,1,0
215,7697.433770780287,4578.593949930408,41824.11988925884,585.5422288865092,K,3,0
216,3897.9926999744007,4028.2780092281546,18953.24066902546,321.5541661704246,K,2,0
217,4603.197585274142,3301.321407857222,37976.46735551472,354.26965394697737,I,0,0
218,7971.931240944193,1917.754234734197,22532.67178347889,355.2566186173987,I,1,1
219,7197.063192377717,2938.46077974299,39458.54728770053,444.2473480245462,J,3,0
220,8793.787283953423,910.6017858691491,48837.30842141496,435.2252620413471,J,3,1
221,7260.903138402747,3555.2544092630146,12752.236344821426,708.2223110827398,I,3,0
222,6546.468826683773,3762.932085039429,43254.73898622993,615.0094123088795,J,1,0
223,2749.3981426247396,4842.642303094634,31469.38022898296,720.1868465548827,J,4,0
224,4941.726424475468,1671.7881143528223,41047.41881784409,338.4428315759786,K,1,0
225,4121.618941453804,583.0538856936018,32927.709211122456,566.8678306093803,I,0,0
226,3951.9171470326687,2955.2380899221776,21773.525856433356,478.0765685958982,K,1,0
227,9784.084438019565,3680.557269785665,12175.672032647728,767.4666209156605,K,3,0
228,5144.781797334083,4056.833641473446,4431.726041227086,689.2840363004468,I,4,0
229,9136.372441416906,1371.8251986116477,27240.399858575132,778.092158954738,K,4,0
230,7049.109007978103,1677.8879106666066,49525.97863181641,325.53491732333305,J,0,1
231,8358.490428333187,2806.6591637028337,37164.048445696106,696.4529192616303,J,0,0
232,6021.096744841537,1987.7036448650083,17039.931528551813,597.0045936877679,J,2,0
233,6615.2310770108725,4372.301689643503,41533.03520425002,753.7500159585612,J,2,0
234,5940.141550550911,2631.920691824241,38680.21600864392,578.9383250092015,J,2,0
235,3561.943902384356,4098.103898459013,14800.153874319383,597.11499284605,K,1,1
236,7779.616922092043,3112.788922170592,1701.0669999174995,328.47205951813584,I,4,0
237,4246.178899526846,3978.9056372770037,6789.96928816353,667.6875757697817,K,0,0
238,2194.5277314516306,1997.0284393864572,43988.003325290825,450.2269315827775,K,2,0
239,7163.778367257342,4241.3747986864,41991.58872993872,310.83165719835125,J,0,0
240,3416.8854352563917,1735.575419979597,15465.24104303976,336.54043937831653,J,2,0
241,9523.668674823315,2957.4446360148086,14974.5758879366,826.5070849313141,K,1,0
242,9631.4286160207,1463.032009282434,39850.384368021085,490.3425092689158,K,1,0
243,9318.915121763588,2639.86934731787,46949.13602487568,777.4415957416375,I,3,1
244,4961.269602043555,1931.7884427891643,39177.7255830824,827.8224787380907,I,0,0
245,2123.6529322309393,1700.165437867464,30673.355174507313,818.7969538605275,I,3,0
246,9426.548500701803,4851.432581126169,12890.896166258422,784.948882384681,I,1,0
247,5425.473186538515,1220.3334746902879,26761.647790667772,792.1641518537155,I,1,0
248,9733.238552349356,4042.966268558279,12442.081071069966,458.9544243875233,J,0,1
249,9708.959816714023,4928.742317674467,40592.55958474191,383.30843964319706,I,3,0
250,8824.07564373888,589.5566768303503,19961.092896369126,651.594409148358,K,3,0
251,4355.591136556685,3645.6233631894274,41851.163632707285,568.4580755278531,J,3,0
252,5080.781828815402,1638.103125003292,19698.85168115354,354.31069528234406,K,0,0
253,8809.093372134856,682.19520947737,41383.32085479468,672.6477238123259,J,0,0
254,4535.3760412502215,2313.0031053048388,17332.572943096857,609.5730041166254,J,0,1
255,3355.9419734887397,4708.480145768937,22566.502526265824,774.6870704457415,I,4,0
256,6454.410099666801,552.9429246514895,31158.93254779022,635.0510876286193,K,1,0
257,9489.238193286248,3145.4856136840176,4444.093087466015,615.6703988469645,I,4,0
258,7568.238373399784,2756.2841536789597,47462.14602895776,542.4134478329454,K,4,0
259,6560.48936071492,4430.228739669714,29106.683520066355,554.5328884388787,K,1,0
260,2777.4119501661485,878.0077153428155,25883.18071984931,824.9096748385139,I,2,0
261,6920.057813593358,3566.8671344899267,42130.304584875696,376.1453051701316,I,2,1
262,9920.430800834107,3560.493642949748,43422.373764944554,545.420350220203,J,2,0
263,3120.672121892192,3510.8600758802745,26590.759821921783,660.7049786597636,J,0,1
264,6146.637218909894,4740.505227207666,46435.85396388823,538.1558550747197,J,0,0
265,9018.984575423643,4203.893880530962,4172.1505377475505,455.76859487241677,K,3,0
266,7926.148942033636,688.877268095777,6548.06382030966,458.04655391957016,I,3,0
267,7576.125927962144,2619.8728281703093,30242.62327070757,428.51082544174363,J,4,0
268,7619.872671896874,2290.788752906001,18349.2272278856,489.1467603206993,I,3,0
269,4875.929209758041,1895.6624949086092,23747.033143270743,779.4211265709619,J,0,0
270,4348.734754115947,2531.015263193438,17075.881676961162,577.8735026776474,J,4,0
271,8474.88924382811,2228.8738321668984,20831.540260801845,432.1313004428001,I,3,0
272,8480.907157433447,2445.502549453994,41309.67101016868,511.4896943645928,J,3,0
273,8936.57854864083,4906.678395238891,30080.33379286093,358.2067266432124,I,2,0
274,9305.92442045177,898.8483863731134,49869.882914891416,797.2196568563058,J,0,0
275,6090.739190887502,4650.038914274284,39557.08069322718,524.5088076502876,I,4,0
276,6012.130357497597,2661.0652106196203,14409.646450989507,839.2151625261916,J,1,0
277,8386.361431734202,3306.840104747935,13952.910768608115,491.1463252943856,J,3,0
278,7199.711446222122,4235.823349779623,17459.01523573335,759.9958259749166,K,0,1
279,7615.735018061627,2122.08363117165,42319.714551739395,441.01192231029927,I,4,1
280,8366.341355488808,2436.898586395851,2337.094881877714,341.8840913576812,J,0,1
281,9120.04273454053,2342.833161254213,12278.882664691628,317.4533489205904,K,0,0
282,4703.961254812287,2186.289601410919,45341.00259686908,633.3926346546309,I,4,0
283,5004.663621119552,4664.881947411027,32354.925368079348,471.3655194204742,J,2,0
284,2751.855518726952,4230.184510368555,12115.507679551765,543.9359342617056,J,2,0
285,6626.2411279693915,990.4999543833925,11738.103443396436,750.2558695804374,J,3,0
286,2287.5381903739367,986.5550861469321,43268.28698621209,436.4594471321412,I,2,0
287,5724.784145059682,2425.4128168384605,44794.11790557528,469.7588622042023,K,3,0
288,6341.157077660613,943.9581952976407,13550.423457143648,764.9349017822669,J,3,0
289,4292.3300170262755,3285.9189287200384,21605.00754575008,571.0192503389272,K,4,0
290,6726.666084552086,1146.6122326778027,41895.19119278754,755.2158418788682,I,0,0
291,2244.0019995123953,2850.6796878506048,38779.364491884386,505.961801906474,I,1,0
292,2298.7855099937156,532.4897615167299,40881.889221738136,519.1034894549097,J,1,0
293,8580.804485277265,1924.6835678569103,26401.51134861047,391.92609897804095,J,2,0
294,4881.525131290103,3547.3582565269494,45665.903366953484,803.9902194772314,J,4,1
295,3016.484101215078,2678.1752310253178,16971.62565376733,793.2310317069353,K,1,0
296,6177.946080438435,4902.212686995446,8676.934583028384,841.3193580106255,K,0,1
297,8159.948424788887,4433.467082297949,35727.88429567838,521.3459199433413,J,3,0
298,3726.5682199747453,2115.8185056941807,27428.36638433792,750.2382179672531,I,3,0
299,6983.123806552002,704.6894366252357,42874.70267166457,528.2245524196652,I,4,1
300,2682.7797199501438,4305.318350517585,4976.803207111033,549.864333906535,J,2,0
301,2413.4537693488614,4600.5543964160215,42340.92776846528,756.4996664771535,K,0,0
302,6250.837052545184,4192.823270385666,15371.438007232287,397.55172398751984,I,2,1
303,6325.080972880852,1075.7747341389418,33087.92769124097,421.1710139539638,K,2,0
304,7099.439211985652,4990.618104855294,2966.310664834534,473.1005322176983,J,4,0
305,7808.730669781293,1663.6289969874822,30869.483518876434,733.4984678750317,K,3,0
306,9806.816635700277,3758.9221076376652,36146.312770179466,504.9583521524455,K,2,1
307,6130.402786409562,4586.156943510747,19068.760510775395,496.99251455441885,K,2,1
308,4583.651783529967,1560.5920144881925,11555.12455784487,849.348989890383,I,0,0
309,8361.48955814963,4587.163496046797,27343.903153573705,511.0933787047137,K,3,0
310,4166.658010096594,1892.6671063769013,41826.34941734668,436.2737949735728,K,2,0
311,5511.771365645089,4893.859500728253,16853.82055653589,642.7675230105189,K,1,0
312,2627.6510507381277,1765.6700917121357,13370.9955785427,741.0339735752505,J,1,1
313,2202.80594732366,4790.461211410258,14667.830123246697,338.28430854773757,K,3,1
314,9701.1873174234,740.9509290170371,47507.47549291656,640.3907271261612,K,3,0
315,8687.840964097646,3691.7240525141588,18604.568872463424,319.6545007341236,I,4,0
316,7567.793648749584,2894.5001022665165,1176.6077545260716,589.4827930387348,J,2,0
317,5271.623555314159,2650.446847052288,39302.37919002137,441.345360066795,K,1,0
318,3386.3545605667664,1505.72441415128,35264.46497143412,468.6529337202521,I,1,1
319,3251.4963413686883,3675.181053994214,7299.844965545475,556.9027801903104,I,3,0
320,4001.9431853167625,1358.642711508382,49260.30820761071,809.9091034100728,K,3,1
321,6393.813317648964,2987.788081931457,30795.051979950447,690.867018623332,I,0,0
322,7716.767381600499,1639.6041336811286,25538.195056089473,815.265077956473,I,0,1
323,7281.57901374185,4800.296209016103,19728.74411352166,662.9840525072727,I,3,0
324,4239.471175567543,628.8403722604377,45034.96502261826,303.9092608983228,I,0,0
325,9638.922245305554,1398.7772605005646,12954.210589509601,446.0718585412227,K,3,1
326,7903.175333566148,1590.3977287435148,15002.676110775192,798.1749177462057,K,3,0
327,6434.832420091206,2363.305215955174,6998.129527641778,653.8950365322596,I,4,1
328,6893.7659698748175,1547.286088415241,38196.83568362874,839.9059801136511,K,0,0
329,5356.800499422319,2711.070906209534,30181.91473988681,385.7802105700626,K,2,0
330,3981.8479160092597,4426.094854663425,30844.242293470415,463.2113082085857,I,2,0
331,4847.781429210093,3704.2853963412686,11705.051119953718,499.30221273436996,I,4,0
332,8062.768883714953,3109.8289124079997,32907.25106722711,479.6067999920208,I,2,0
333,2115.147909038047,900.5143009220584,38507.463915096334,438.59534158243434,K,2,0
334,2928.58112405533,3622.9644877517403,18536.538005558774,543.9061436662278,K,4,1
335,2368.021136174022,1248.8642793992294,40266.0100541239,653.2639678531542,J,1,0
336,2325.830418551761,4038.6532368276407,18090.738838069024,471.19130758768284,J,4,1
337,8843.684672088059,1625.2554132956893,38148.7846139551,343.83495782284064,I,4,1
338,7629.262875040189,2376.719277444054,2652.7752654282303,689.6928897912398,J,0,0
339,5793.390632698602,2077.1159104306757,28007.06547220898,552.4591056796978,K,2,0
340,2782.6732852080117,4364.662616036856,48506.80147135445,606.0652683495348,J,2,0
341,5932.927000934659,1069.4500642103367,49080.98543343715,550.4703614401533,J,1,0
